RecordedAtTime,DirectionRef,PublishedLineName,OriginName,OriginLat,OriginLong,DestinationName,DestinationLat,DestinationLong,VehicleRef,VehicleLocation.Latitude,VehicleLocation.Longitude,NextStopPointName,ArrivalProximityText,DistanceFromStop,ExpectedArrivalTime,ScheduledArrivalTime,time_delta,time_delta_mins,time_diff,time_diff_mins
2017-08-15 13:27:34,0,M100,1 AV/125 ST,40.801968,-73.93135799999997,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_4360,40.81085,-73.952794,W 125 ST/ST NICHOLAS AV,at stop,24.0,2017-08-15 13:27:50,13:29:20,,0,,0
2017-08-15 15:57:42,0,M100,1 AV/125 ST,40.801968,-73.93135799999997,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_4350,40.810956,-73.95304300000002,W 125 ST/ST NICHOLAS AV,at stop,0.0,2017-08-15 15:57:56,15:59:11,0 days 02:30:06.000000000,151,0 days 02:30:06.000000000,151
2017-08-16 09:29:21,0,M100,1 AV/125 ST,40.801968,-73.93135799999997,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_8359,40.810866,-73.952831,W 125 ST/ST NICHOLAS AV,at stop,20.0,2017-08-16 09:29:42,09:30:39,0 days 17:31:46.000000000,1052,0 days 17:31:46.000000000,1052
2017-08-16 16:19:41,0,M100,1 AV/125 ST,40.801968,-73.93135799999997,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_4355,40.810949,-73.953026,W 125 ST/ST NICHOLAS AV,at stop,1.0,,16:23:11,,0,,0
2017-08-16 18:19:23,0,M100,,,,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_4385,40.810948,-73.953025,W 125 ST/ST NICHOLAS AV,at stop,1.0,2017-08-16 18:19:33,,,0,,0
2017-08-17 05:20:48,0,M100,1 AV/125 ST,40.801968,-73.93135799999997,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_4222,40.81091,-73.952935,W 125 ST/ST NICHOLAS AV,at stop,10.0,2017-08-17 05:21:07,05:21:19,0 days 11:01:34.000000000,662,0 days 11:01:34.000000000,662
2017-08-17 05:20:48,0,M100,1 AV/125 ST,40.801968,-73.93135799999997,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_4222,40.81091,-73.952935,W 125 ST/ST NICHOLAS AV,at stop,10.0,2017-08-17 05:21:07,05:22:10,0 days 00:00:00.000000000,0,0 days 00:00:00.000000000,0
2017-08-17 05:20:48,0,M100,1 AV/125 ST,40.801968,-73.93135799999997,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_4222,40.81091,-73.952935,W 125 ST/ST NICHOLAS AV,at stop,10.0,2017-08-17 05:21:07,05:23:01,0 days 00:00:00.000000000,0,0 days 00:00:00.000000000,0
2017-08-17 14:11:18,0,M100,1 AV/125 ST,40.801968,-73.93135799999997,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_4396,40.810949,-73.953025,W 125 ST/ST NICHOLAS AV,at stop,1.0,2017-08-17 14:11:50,14:10:20,0 days 08:50:43.000000000,531,0 days 08:50:43.000000000,531
2017-08-17 15:01:26,0,M100,1 AV/125 ST,40.801968,-73.93135799999997,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_4404,40.81084,-73.95276899999998,W 125 ST/ST NICHOLAS AV,at stop,26.0,2017-08-17 15:01:53,14:45:11,0 days 00:50:03.000000000,51,0 days 00:50:03.000000000,51
2017-08-17 15:10:52,0,M100,1 AV/125 ST,40.801968,-73.93135799999997,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_4346,40.810905,-73.952923,W 125 ST/ST NICHOLAS AV,at stop,11.0,2017-08-17 15:11:07,15:08:11,0 days 00:09:14.000000000,10,0 days 00:09:14.000000000,10
2017-08-17 16:41:51,0,M100,1 AV/125 ST,40.801968,-73.93135799999997,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_4336,40.810927,-73.952975,W 125 ST/ST NICHOLAS AV,at stop,6.0,2017-08-17 16:41:58,16:39:11,0 days 01:30:51.000000000,91,0 days 01:30:51.000000000,91
2017-08-17 17:51:35,0,M100,1 AV/125 ST,40.801968,-73.93135799999997,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_4345,40.8109,-73.952912,W 125 ST/ST NICHOLAS AV,at stop,12.0,2017-08-17 17:52:14,17:50:29,0 days 01:10:16.000000000,71,0 days 01:10:16.000000000,71
2017-08-17 18:01:47,0,M100,1 AV/125 ST,40.801968,-73.93135799999997,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_5805,40.810853,-73.952799,W 125 ST/ST NICHOLAS AV,at stop,23.0,2017-08-17 18:02:04,18:05:29,0 days 00:09:50.000000000,10,0 days 00:09:50.000000000,10
2017-08-17 19:21:47,0,M100,1 AV/125 ST,40.801968,-73.93135799999997,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_4393,40.810948,-73.953024,W 125 ST/ST NICHOLAS AV,at stop,1.0,2017-08-17 19:22:10,19:21:39,0 days 01:20:06.000000000,81,0 days 01:20:06.000000000,81
2017-08-17 19:21:47,0,M100,1 AV/125 ST,40.801968,-73.93135799999997,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_4393,40.810948,-73.953024,W 125 ST/ST NICHOLAS AV,at stop,1.0,2017-08-17 19:22:10,19:22:29,0 days 00:00:00.000000000,0,0 days 00:00:00.000000000,0
2017-08-18 08:32:51,0,M100,1 AV/125 ST,40.801968,-73.93135799999997,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_8362,40.810852,-73.952799,W 125 ST/ST NICHOLAS AV,at stop,23.0,,08:23:48,,0,,0
2017-08-18 12:53:28,0,M100,1 AV/125 ST,40.801968,-73.93135799999997,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_4226,40.810948,-73.953025,W 125 ST/ST NICHOLAS AV,at stop,1.0,2017-08-18 12:53:29,12:45:29,,0,,0
2017-08-18 20:33:35,0,M100,1 AV/125 ST,40.801968,-73.93135799999997,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_8385,40.810946,-73.953019,W 125 ST/ST NICHOLAS AV,at stop,2.0,2017-08-18 20:34:05,20:28:15,0 days 07:40:36.000000000,461,0 days 07:40:36.000000000,461
2017-08-20 06:35:28,0,M100,1 AV/125 ST,40.801968,-73.93135799999997,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_8390,40.810878,-73.95286,W 125 ST/ST NICHOLAS AV,at stop,17.0,2017-08-20 06:35:55,06:36:52,1 days 10:01:50.000000000,2042,1 days 10:01:50.000000000,2042
2017-08-21 07:57:20,0,M100,1 AV/125 ST,40.801968,-73.93135799999997,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_4370,40.810947,-73.953023,W 125 ST/ST NICHOLAS AV,at stop,1.0,2017-08-21 07:57:29,07:58:48,1 days 01:21:34.000000000,1522,1 days 01:21:34.000000000,1522
2017-08-21 09:28:09,0,M100,1 AV/125 ST,40.801968,-73.93135799999997,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_8379,40.810874,-73.952851,W 125 ST/ST NICHOLAS AV,at stop,18.0,2017-08-21 09:28:28,09:24:39,0 days 01:30:59.000000000,91,0 days 01:30:59.000000000,91
2017-08-21 10:48:26,0,M100,1 AV/125 ST,40.801968,-73.93135799999997,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_4363,40.810874,-73.952851,W 125 ST/ST NICHOLAS AV,at stop,18.0,2017-08-21 10:48:38,10:44:39,0 days 01:20:10.000000000,81,0 days 01:20:10.000000000,81
2017-08-21 12:47:49,0,M100,1 AV/125 ST,40.801968,-73.93135799999997,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_4336,40.810932,-73.952987,W 125 ST/ST NICHOLAS AV,at stop,5.0,2017-08-21 12:48:00,12:45:29,0 days 01:59:22.000000000,120,0 days 01:59:22.000000000,120
2017-08-21 14:48:50,0,M100,1 AV/125 ST,40.801968,-73.93135799999997,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_4396,40.810956,-73.95304300000002,W 125 ST/ST NICHOLAS AV,at stop,0.0,2017-08-21 14:48:51,14:45:11,0 days 02:00:51.000000000,121,0 days 02:00:51.000000000,121
2017-08-21 16:18:13,0,M100,1 AV/125 ST,40.801968,-73.93135799999997,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_4393,40.810927,-73.952975,W 125 ST/ST NICHOLAS AV,at stop,6.0,2017-08-21 16:18:28,16:15:11,0 days 01:29:37.000000000,90,0 days 01:29:37.000000000,90
2017-08-21 18:18:38,0,M100,1 AV/125 ST,40.801968,-73.93135799999997,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_4721,40.810956,-73.95304300000002,W 125 ST/ST NICHOLAS AV,at stop,0.0,,18:20:29,,0,,0
