RecordedAtTime,DirectionRef,PublishedLineName,OriginName,OriginLat,OriginLong,DestinationName,DestinationLat,DestinationLong,VehicleRef,VehicleLocation.Latitude,VehicleLocation.Longitude,NextStopPointName,ArrivalProximityText,DistanceFromStop,ExpectedArrivalTime,ScheduledArrivalTime,scheduled_time,expected_time,time_diff,time_diff_mins
2017-08-21 16:58:56,0,M100,1 AV/125 ST,40.801968,-73.93135799999999,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_4401,40.810338,-73.95156300000001,W 125 ST/FRED DOUGLASS BL,at stop,6.0,2017-08-21 16:59:03,17:01:49,17:01:49,16:59:03,-1 days +23:57:14.000000000,-2
2017-08-21 17:07:44,0,M100,1 AV/125 ST,40.801968,-73.93135799999999,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_4351,40.810359999999996,-73.951614,W 125 ST/FRED DOUGLASS BL,at stop,1.0,2017-08-21 17:08:16,17:10:49,17:10:49,17:08:16,-1 days +23:57:27.000000000,-2
2017-08-22 13:39:58,0,M100,1 AV/125 ST,40.801968,-73.93135799999999,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_4349,40.810328999999996,-73.951542,W 125 ST/FRED DOUGLASS BL,at stop,8.0,2017-08-22 13:40:02,13:28:01,13:28:01,13:40:02,0 days 00:12:01.000000000,13
2017-08-22 18:50:32,0,M100,1 AV/125 ST,40.801968,-73.93135799999999,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_8387,40.810359000000005,-73.951612,W 125 ST/FRED DOUGLASS BL,at stop,1.0,2017-08-22 18:50:33,18:50:26,18:50:26,18:50:33,0 days 00:00:07.000000000,1
2017-08-23 11:21:54,0,M100,1 AV/125 ST,40.801968,-73.93135799999999,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_4336,40.81035,-73.951592,W 125 ST/FRED DOUGLASS BL,at stop,3.0,2017-08-23 11:22:13,11:13:26,11:13:26,11:22:13,0 days 00:08:47.000000000,9
2017-08-23 11:42:10,0,M100,1 AV/125 ST,40.801968,-73.93135799999999,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_8379,40.810359000000005,-73.951612,W 125 ST/FRED DOUGLASS BL,at stop,1.0,2017-08-23 11:42:14,11:43:26,11:43:26,11:42:14,-1 days +23:58:48.000000000,-1
2017-08-23 12:12:01,0,M100,1 AV/125 ST,40.801968,-73.93135799999999,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_4371,40.810311999999996,-73.9515,W 125 ST/FRED DOUGLASS BL,at stop,12.0,2017-08-23 12:12:16,12:14:14,12:14:14,12:12:16,-1 days +23:58:02.000000000,-1
2017-08-23 13:02:02,0,M100,1 AV/125 ST,40.801968,-73.93135799999999,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_1202,40.810322,-73.95152399999999,W 125 ST/FRED DOUGLASS BL,at stop,10.0,2017-08-23 13:02:20,12:54:01,12:54:01,13:02:20,0 days 00:08:19.000000000,9
2017-08-24 10:13:36,0,M100,1 AV/125 ST,40.801968,-73.93135799999999,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_8392,40.810245,-73.951337,W 125 ST/FRED DOUGLASS BL,at stop,28.0,2017-08-24 10:13:52,10:13:26,10:13:26,10:13:52,0 days 00:00:26.000000000,1
2017-08-24 12:13:43,0,M100,1 AV/125 ST,40.801968,-73.93135799999999,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_4370,40.810367,-73.95163199999999,W 125 ST/FRED DOUGLASS BL,at stop,0.0,2017-08-24 12:13:59,12:14:14,12:14:14,12:13:59,-1 days +23:59:45.000000000,0
2017-08-24 14:53:37,0,M100,1 AV/125 ST,40.801968,-73.93135799999999,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_4352,40.81031,-73.951494,W 125 ST/FRED DOUGLASS BL,at stop,13.0,2017-08-24 14:53:44,14:51:49,14:51:49,14:53:44,0 days 00:01:55.000000000,2
2017-08-24 15:14:06,0,M100,1 AV/125 ST,40.801968,-73.93135799999999,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_4345,40.810324,-73.951528,W 125 ST/FRED DOUGLASS BL,at stop,9.0,2017-08-24 15:14:13,15:15:49,15:15:49,15:14:13,-1 days +23:58:24.000000000,-1
2017-08-24 16:43:49,0,M100,1 AV/125 ST,40.801968,-73.93135799999999,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_8392,40.810266999999996,-73.95139,W 125 ST/FRED DOUGLASS BL,at stop,23.0,2017-08-24 16:44:31,16:37:49,16:37:49,16:44:31,0 days 00:06:42.000000000,7
2017-08-24 17:44:03,0,M100,1 AV/125 ST,40.801968,-73.93135799999999,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_4358,40.810352,-73.95159699999999,W 125 ST/FRED DOUGLASS BL,at stop,3.0,2017-08-24 17:44:24,17:43:49,17:43:49,17:44:24,0 days 00:00:35.000000000,1
2017-08-24 19:03:37,0,M100,1 AV/125 ST,40.801968,-73.93135799999999,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_4753,40.810326,-73.951533,W 125 ST/FRED DOUGLASS BL,at stop,9.0,2017-08-24 19:04:03,19:00:26,19:00:26,19:04:03,0 days 00:03:37.000000000,4
2017-08-25 09:05:22,0,M100,1 AV/125 ST,40.801968,-73.93135799999999,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_4349,40.810237,-73.951317,W 125 ST/FRED DOUGLASS BL,at stop,30.0,2017-08-25 09:05:36,09:00:26,09:00:26,09:05:36,0 days 00:05:10.000000000,6
2017-08-26 17:57:08,0,M100,1 AV/125 ST,40.801968,-73.93135799999999,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_4224,40.810272999999995,-73.951406,W 125 ST/FRED DOUGLASS BL,at stop,21.0,2017-08-26 17:57:19,17:55:39,17:55:39,17:57:19,0 days 00:01:40.000000000,2
2017-08-27 14:18:22,0,M100,1 AV/125 ST,40.801968,-73.93135799999999,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_4352,40.810358,-73.95161,W 125 ST/FRED DOUGLASS BL,at stop,2.0,2017-08-27 14:18:35,14:16:51,14:16:51,14:18:35,0 days 00:01:44.000000000,2
2017-08-27 16:28:50,0,M100,1 AV/125 ST,40.801968,-73.93135799999999,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_8393,40.810358,-73.95161,W 125 ST/FRED DOUGLASS BL,at stop,2.0,2017-08-27 16:29:08,16:10:51,16:10:51,16:29:08,0 days 00:18:17.000000000,19
2017-08-27 18:09:15,0,M100,1 AV/125 ST,40.801968,-73.93135799999999,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_4224,40.810340000000004,-73.951567,W 125 ST/FRED DOUGLASS BL,at stop,6.0,2017-08-27 18:09:31,18:10:51,18:10:51,18:09:31,-1 days +23:58:40.000000000,-1
2017-08-28 09:50:24,0,M100,1 AV/125 ST,40.801968,-73.93135799999999,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_4371,40.810261,-73.951376,W 125 ST/FRED DOUGLASS BL,at stop,24.0,2017-08-28 09:50:35,09:41:26,09:41:26,09:50:35,0 days 00:09:09.000000000,10
2017-08-28 14:30:48,0,M100,1 AV/125 ST,40.801968,-73.93135799999999,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_4349,40.810359999999996,-73.951614,W 125 ST/FRED DOUGLASS BL,at stop,1.0,2017-08-28 14:30:56,14:35:49,14:35:49,14:30:56,-1 days +23:55:07.000000000,-4
2017-08-29 05:41:13,0,M100,1 AV/125 ST,40.801968,-73.93135799999999,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_4397,40.810325,-73.951532,W 125 ST/FRED DOUGLASS BL,at stop,9.0,2017-08-29 05:41:33,05:40:43,05:40:43,05:41:33,0 days 00:00:50.000000000,1
2017-08-29 05:41:13,0,M100,1 AV/125 ST,40.801968,-73.93135799999999,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_4397,40.810325,-73.951532,W 125 ST/FRED DOUGLASS BL,at stop,9.0,2017-08-29 05:41:33,05:42:18,05:42:18,05:41:33,-1 days +23:59:15.000000000,0
